Temperature,Humidity,Rainfall_1h,Rainfall_3h,pH,Clay_Content,Sand_Content,Silt_Content,CEC,Crop
68.18,45.859,114.18,135.13,5.6,59.6,12.67,31.15,5.26,Turmeric
33.02,21.407,64.69,151.51,3.41,11.81,95.97,74.05,84.69,Chickpea
97.45,53.509,50.0,46.13,6.71,17.54,95.79,86.45,37.69,Orange
88.75,131.755,69.29,196.27,5.66,31.72,80.15,40.5,9.19,Ginger
68.17,77.324,105.92,190.45,4.6,72.56,65.01,39.61,35.39,Cashew
22.69,83.183,17.5,148.62,8.09,74.69,71.49,33.86,50.96,Cotton
6.92,98.109,129.86,28.09,4.51,93.23,77.2,73.18,69.71,Pearl Millet
68.68,82.141,45.18,96.18,5.58,62.47,27.06,96.72,75.16,Orange
39.5,96.337,76.81,79.57,2.77,102.57,33.07,96.91,41.75,Ginger
1.59,130.602,92.86,152.66,7.28,111.78,49.33,92.94,71.39,Sunflower
66.59,76.806,25.83,165.77,1.87,24.8,72.27,81.04,50.75,Rice
40.37,98.057,107.54,164.75,4.08,74.46,80.74,99.96,27.46,Potato
68.84,103.16,50.61,28.19,7.19,64.69,89.51,26.94,6.47,Coffee
54.26,132.878,78.86,102.32,4.78,58.16,30.61,94.95,55.19,Sesame
99.39,94.587,92.56,175.2,1.08,62.12,31.74,83.07,66.91,Tea
83.8,96.526,118.08,162.01,4.61,30.1,47.07,68.44,8.51,Orange
62.0,46.983,114.25,176.68,5.07,54.3,65.75,67.21,61.82,Lettuce
29.44,62.263,77.04,138.95,3.0,14.46,105.43,91.79,82.6,Oats
92.21,56.283,64.13,66.67,1.58,93.98,35.01,71.28,68.86,Almond
91.4,41.924,125.42,82.21,6.2,116.84,91.31,78.16,18.93,Quinoa
19.12,32.814,59.32,89.75,8.2,48.02,56.13,21.11,38.34,Turmeric
77.41,72.328,74.82,163.71,5.63,69.53,93.28,92.91,2.14,Pearl Millet
25.44,129.883,76.88,164.21,2.76,77.79,28.2,37.22,10.13,Rubber
86.61,118.643,39.27,182.37,3.58,60.79,90.86,106.11,7.77,Sesame
52.17,44.139,40.84,68.35,1.87,104.69,54.59,118.19,5.33,Cotton
66.94,75.392,63.86,56.21,4.16,66.42,85.93,70.84,72.17,Broccoli
55.18,79.245,45.42,123.21,1.95,50.33,112.89,60.03,79.2,Sunflower
69.94,31.658,98.73,82.62,5.26,18.2,86.49,117.06,68.36,Groundnut
96.07,93.982,30.21,44.13,8.37,66.51,67.68,87.43,73.25,Mango
78.3,146.573,25.44,119.86,1.03,67.18,28.39,33.82,86.95,Barley
64.99,105.479,133.57,159.41,9.04,28.67,20.0,82.78,82.67,Flax
7.36,53.647,78.54,98.0,3.07,65.8,33.92,65.56,71.31,Almond
20.05,121.675,29.62,174.79,6.94,10.63,118.63,25.44,1.73,Coffee
61.01,28.978,87.43,34.86,3.38,97.21,59.66,81.96,2.63,Maize
2.96,142.536,78.18,173.09,2.77,26.45,27.78,51.9,84.29,Mango
39.49,35.073,87.68,154.29,1.66,13.3,87.31,98.58,28.64,Mango
22.46,134.467,147.22,85.05,2.98,45.88,46.39,46.94,6.88,Potato
77.55,142.681,52.72,48.1,9.47,98.85,53.99,119.31,1.16,Garlic
68.16,52.309,110.98,152.28,3.15,34.75,119.69,113.41,93.78,Pearl Millet
22.28,141.482,35.93,93.72,2.14,60.18,87.1,83.37,85.52,Pearl Millet
92.45,123.948,116.68,28.71,9.87,65.96,79.5,62.01,7.67,Broccoli
36.38,81.607,83.76,156.4,2.41,52.27,74.07,37.53,99.27,Peas
84.05,68.964,23.83,35.21,7.97,62.35,98.68,111.7,25.98,Spinach
89.49,67.212,120.62,56.67,6.18,93.5,113.34,84.95,99.73,Wheat
79.37,11.317,58.89,170.05,8.55,76.56,36.79,52.28,64.87,Tea
71.02,45.177,103.01,128.07,1.78,61.56,58.74,41.54,1.46,Sorghum
48.99,115.416,135.22,127.0,7.86,115.03,90.0,91.19,34.07,Groundnut
66.34,33.044,115.99,176.0,6.2,65.59,36.41,90.68,41.73,Sugarcane
97.14,18.591,56.14,179.4,3.66,89.7,37.14,27.13,60.22,Rice
43.16,63.329,26.91,86.68,4.37,96.92,23.06,43.38,77.94,Lettuce
48.87,46.579,87.6,41.34,3.12,53.72,31.05,91.53,38.35,Turmeric
79.72,87.232,140.49,152.17,8.57,18.69,60.92,95.83,60.4,Coffee
84.41,34.695,71.78,47.96,8.04,58.7,23.93,38.45,90.77,Soybean
81.69,59.254,55.86,23.55,7.53,86.49,12.83,99.69,39.15,Cauliflower
52.68,92.104,54.38,30.65,4.32,84.81,14.01,75.71,49.1,Ginger
90.87,42.025,81.43,186.61,1.12,104.91,38.33,32.31,1.86,Sugarcane
71.54,123.677,140.89,21.61,1.18,78.01,17.35,73.1,71.12,Papaya
48.75,17.902,84.15,163.53,8.84,49.94,47.86,118.79,43.5,Sorghum
71.16,25.461,75.43,177.26,8.92,89.84,72.71,105.74,11.49,Oats
8.04,22.216,87.73,72.93,5.43,100.45,115.67,118.02,96.9,Carrot
88.56,41.712,135.64,171.2,6.87,53.57,97.53,36.77,79.25,Cashew
51.08,80.538,40.42,133.44,8.59,53.4,104.08,42.41,65.44,Wheat
56.53,11.32,147.26,166.81,5.96,38.16,71.5,102.09,92.39,Papaya
73.91,100.481,80.91,120.34,4.34,73.96,107.93,46.62,16.93,Bamboo
76.13,142.188,29.21,189.61,5.65,97.95,76.84,61.42,95.1,Bamboo
37.3,34.738,18.47,55.46,9.35,52.34,77.88,109.87,59.77,Cauliflower
89.33,82.798,144.55,87.27,6.96,32.99,100.67,28.68,73.79,Potato
66.03,63.909,68.45,75.8,3.95,66.38,95.66,49.35,70.96,Cashew
83.63,38.836,76.93,181.16,5.69,72.58,116.44,112.32,46.29,Ginger
56.95,51.443,104.27,152.38,2.31,66.11,71.34,44.0,50.6,Sugarcane
38.01,55.311,78.28,23.54,9.41,79.24,112.85,31.26,67.8,Papaya
44.1,64.483,37.61,28.36,8.16,96.53,29.53,77.63,4.18,Peas
81.51,141.281,102.47,98.17,6.64,59.34,81.5,64.12,16.48,Bamboo
95.41,93.006,36.98,185.7,9.08,30.05,49.85,71.15,1.64,Tea
30.25,94.659,148.74,56.76,2.41,26.55,34.12,70.48,20.28,Tea
78.38,44.598,146.98,177.89,8.07,39.61,32.01,60.92,57.52,Bamboo
30.69,16.489,30.13,43.36,8.46,11.39,112.75,94.08,37.13,Cocoa
6.46,51.133,146.53,114.79,8.78,84.57,115.24,66.19,28.26,Orange
89.72,67.372,49.57,195.64,9.09,15.79,80.41,76.33,92.25,Wheat
1.9,28.463,54.83,68.82,1.97,29.25,93.12,51.73,51.34,Pearl Millet
68.17,89.199,91.0,119.53,8.35,102.12,51.17,72.3,15.92,Spinach
57.9,32.245,92.88,107.42,5.51,39.82,24.67,90.82,31.14,Coffee
15.83,84.27,39.63,34.11,2.82,75.57,80.02,21.17,97.61,Onion
98.51,101.63,34.25,184.39,1.89,10.76,52.94,105.17,23.46,Oats
63.92,51.216,143.14,24.37,9.11,26.41,92.67,53.16,57.47,Lettuce
98.12,37.015,72.89,112.59,8.69,15.7,53.08,70.84,41.95,Garlic
74.89,59.754,26.34,25.43,1.05,20.2,88.43,106.28,55.21,Pearl Millet
48.74,43.265,113.92,24.66,7.63,28.64,62.58,81.01,25.37,Tea
84.73,104.003,71.75,81.68,9.06,102.69,77.76,98.64,66.16,Wheat
95.42,136.538,130.66,52.52,2.35,39.44,42.29,91.05,53.24,Almond
46.64,50.904,14.13,30.48,4.25,10.06,48.58,60.82,58.68,Tomato
56.76,37.124,27.24,147.31,7.17,94.15,17.97,55.19,31.74,Coffee
56.07,105.434,48.0,108.45,5.41,35.43,42.8,89.13,44.81,Sorghum
16.06,55.964,47.13,48.64,7.28,14.36,68.5,111.3,86.36,Sunflower
47.16,87.217,23.53,137.12,3.98,31.06,46.25,89.34,44.93,Apple
23.95,70.861,149.09,92.14,5.66,36.1,75.43,106.75,27.08,Coffee
61.92,25.009,38.39,108.7,8.06,105.95,55.88,32.37,22.96,Cocoa
80.71,32.465,116.35,33.6,9.47,35.9,63.3,108.72,35.25,Turmeric
95.85,65.334,56.03,91.26,1.78,15.28,11.9,49.29,33.47,Oats
31.79,55.451,72.47,165.7,8.56,72.63,58.78,80.48,41.62,Sesame
36.77,21.056,12.17,73.35,1.33,97.49,65.43,64.67,31.45,Grapes
58.8,79.607,119.85,98.95,8.1,80.69,88.21,39.39,99.11,Cotton
33.86,20.144,71.24,13.23,8.46,95.52,41.19,63.54,24.92,Apple
99.69,138.51,43.19,136.18,8.4,73.49,108.51,33.45,18.75,Rye
25.97,83.199,136.32,171.12,7.53,72.12,22.19,36.64,47.53,Spinach
50.37,17.104,44.97,24.49,4.19,80.05,113.01,103.59,89.62,Sunflower
21.27,135.453,84.33,198.03,6.86,74.82,97.81,100.06,23.72,Peanut
22.49,39.117,106.35,143.09,3.91,45.56,105.39,47.49,19.33,Quinoa
70.27,51.584,129.93,104.02,7.21,109.51,78.35,115.74,53.6,Chickpea
62.64,85.57,37.34,103.13,7.38,17.01,55.48,46.24,69.22,Sugarcane
97.12,85.095,79.03,134.89,8.31,19.75,41.77,107.7,87.33,Groundnut
16.59,138.953,89.59,186.65,7.26,73.98,15.41,42.3,58.28,Sesame
27.27,24.057,52.94,53.26,1.83,116.86,92.92,27.97,71.9,Broccoli
11.36,46.876,52.33,193.69,2.0,70.62,110.74,93.76,67.81,Sesame
69.45,70.767,14.14,143.95,3.15,12.42,35.02,90.66,62.83,Onion
16.54,144.282,41.1,149.1,3.14,74.74,27.61,88.65,30.56,Cotton
52.23,47.433,15.0,95.58,2.89,85.0,71.19,52.48,89.84,Pearl Millet
69.4,83.096,137.64,53.13,2.46,115.22,10.33,78.84,85.13,Groundnut
53.24,138.082,118.68,27.39,4.58,18.83,73.49,114.8,6.09,Pistachio
39.85,51.935,114.54,166.97,4.03,16.47,105.17,46.4,19.77,Cocoa
36.28,149.883,147.9,29.21,2.07,45.14,73.48,109.98,92.8,Onion
43.54,103.259,56.42,72.15,6.34,31.71,101.81,83.5,62.71,Coffee
24.4,66.401,116.96,119.35,1.75,116.52,64.39,56.09,7.03,Sugarcane
0.34,149.169,118.56,71.42,6.35,71.85,10.33,63.29,59.89,Carrot
6.12,136.166,21.0,34.09,7.7,35.24,16.05,61.95,87.26,Turmeric
52.01,137.592,122.14,10.67,3.17,67.42,114.15,62.44,21.11,Groundnut
63.4,144.276,102.45,128.58,3.75,19.11,113.56,85.28,31.96,Sesame
22.59,149.076,91.91,173.79,5.78,84.19,28.09,97.96,44.84,Potato
76.66,92.237,62.88,104.1,9.4,47.97,17.6,52.49,26.95,Coconut
99.03,126.347,73.04,146.41,2.4,83.01,20.18,50.97,48.39,Bamboo
59.49,82.34,121.95,167.73,5.64,115.55,72.49,95.8,63.73,Flax
87.96,85.061,141.46,99.45,3.53,53.26,38.05,83.74,27.32,Lentil
82.12,115.149,68.48,22.05,8.4,16.58,88.92,44.17,69.22,Almond
97.05,71.224,29.39,59.51,3.75,65.31,66.02,45.73,82.66,Onion
79.51,59.186,26.74,27.88,7.77,11.51,100.73,117.2,22.38,Maize
0.7,86.481,116.78,193.45,9.54,118.57,52.93,102.28,88.93,Groundnut
39.47,121.83,114.32,196.53,1.87,103.81,80.99,31.91,17.3,Cocoa
79.79,147.438,148.95,74.25,4.97,58.78,80.31,27.13,46.21,Groundnut
9.32,136.271,12.81,182.73,2.01,68.9,111.46,37.76,34.71,Rye
75.55,135.903,82.91,173.2,2.12,100.7,59.22,88.26,38.64,Cocoa
28.33,41.638,85.95,128.21,4.81,93.2,17.83,49.52,89.85,Coconut
83.43,84.323,113.76,135.08,6.24,14.78,119.71,38.2,53.73,Oats
52.41,86.175,88.64,171.39,2.81,119.84,99.93,20.4,95.34,Carrot
56.62,139.66,56.33,127.64,7.74,10.86,65.57,88.85,82.15,Lentil
80.39,21.117,68.7,124.88,3.21,89.22,47.02,92.94,93.12,Sugarcane
63.41,50.574,42.3,29.29,9.81,16.49,58.47,103.29,97.11,Pearl Millet
1.83,126.863,20.4,85.38,4.47,43.91,52.95,64.63,69.67,Tomato
76.69,149.439,113.28,65.75,1.64,57.57,35.42,99.89,45.57,Ginger
60.54,61.576,90.48,106.23,3.19,83.38,107.77,83.96,28.07,Cocoa
11.93,139.949,121.75,23.11,9.32,18.22,99.05,84.75,70.01,Barley
33.51,138.047,110.72,95.02,9.17,111.14,100.88,83.96,42.57,Orange
53.04,13.762,63.8,100.38,3.99,14.73,106.34,69.36,53.61,Carrot
19.83,19.885,57.23,48.54,5.56,48.74,74.98,46.35,82.51,Cocoa
46.74,116.264,134.76,140.01,7.78,72.07,59.72,64.47,32.33,Cocoa
44.15,126.18,62.0,198.79,9.49,29.8,26.59,66.19,83.42,Lettuce
89.86,141.701,123.9,67.58,6.81,56.83,38.99,82.11,52.96,Mango
69.22,69.479,118.32,72.22,5.87,33.3,102.3,102.9,8.34,Sesame
88.89,114.522,38.93,93.71,4.88,119.52,86.94,58.33,59.5,Carrot
2.77,112.667,148.43,186.92,4.54,24.12,68.33,53.65,31.2,Pistachio
35.34,84.166,26.98,143.14,4.17,103.73,46.72,88.92,22.14,Pineapple
61.12,107.034,116.32,77.69,8.34,73.43,39.18,108.44,21.0,Sunflower
7.57,52.214,88.15,24.22,9.92,101.99,63.27,66.01,73.95,Soybean
38.2,43.457,107.52,171.43,5.19,104.94,93.18,24.0,86.72,Almond
10.6,75.844,135.14,76.41,1.2,56.59,60.53,32.11,60.99,Banana
30.82,27.521,129.05,133.54,3.87,20.99,76.09,62.4,87.76,Rice
69.53,118.162,85.21,81.03,2.44,54.93,65.21,82.9,19.01,Cauliflower
53.39,84.914,83.49,97.69,2.24,55.74,22.04,114.34,1.45,Cocoa
35.88,45.196,47.83,34.14,7.83,91.43,54.05,21.09,48.67,Almond
39.29,31.816,86.2,174.27,7.31,58.36,24.85,37.89,53.98,Sunflower
74.28,62.849,146.55,160.65,1.59,55.07,97.64,68.86,64.82,Sesame
31.63,15.572,66.66,60.54,9.31,112.29,62.36,75.92,78.79,Turmeric
78.32,10.778,13.38,37.5,8.78,94.07,116.56,82.15,37.75,Sugarcane
66.19,147.108,136.02,137.34,4.01,82.1,56.61,22.14,37.56,Bamboo
52.72,74.836,108.43,57.8,8.78,80.99,60.54,72.17,76.31,Quinoa
36.17,95.859,83.58,156.57,9.06,60.31,34.32,79.56,5.01,Rubber
25.8,110.719,123.51,59.33,1.96,48.12,38.56,49.22,0.27,Apple
49.29,27.435,88.94,197.13,6.5,85.04,88.24,20.32,74.66,Banana
23.66,29.549,124.07,55.66,5.78,78.61,19.02,79.36,53.53,Garlic
88.74,25.243,105.64,120.7,7.53,11.42,117.9,40.24,50.54,Bamboo
50.75,13.393,141.59,119.6,5.2,52.83,18.63,34.57,36.97,Cabbage
66.75,80.959,59.44,168.46,9.98,19.82,33.08,66.65,95.35,Peas
22.81,48.208,36.82,128.45,4.45,109.79,15.67,70.67,92.19,Bamboo
82.37,127.135,125.21,163.65,5.81,45.34,114.0,28.82,61.56,Pearl Millet
51.68,62.943,51.86,129.29,4.2,80.63,29.18,34.44,36.84,Ginger
47.69,131.663,98.38,183.67,7.76,92.9,27.53,74.03,87.43,Wheat
50.5,32.939,123.76,10.32,2.1,92.18,62.41,107.46,46.48,Cabbage
99.87,58.765,86.85,136.28,6.63,59.65,86.18,102.17,38.88,Chickpea
1.38,89.109,58.37,152.18,9.42,75.94,102.11,88.05,6.24,Peas
42.81,70.504,67.66,62.33,8.14,31.46,18.24,50.68,27.93,Maize
17.7,22.994,56.28,116.1,5.77,101.84,112.78,27.97,65.25,Peas
76.22,94.811,50.27,65.02,1.89,57.51,105.59,72.44,38.1,Cashew
23.88,103.508,58.87,150.71,2.49,80.38,10.43,81.55,22.76,Sunflower
8.31,105.692,43.16,47.91,3.58,34.23,80.18,25.99,58.6,Rubber
21.78,53.918,46.06,36.25,2.07,35.68,71.22,102.55,83.12,Flax
17.03,89.534,60.16,113.17,3.44,95.21,41.78,77.3,52.05,Onion
83.56,29.788,22.37,12.93,5.25,71.34,119.37,101.72,65.87,Potato
58.96,129.909,54.71,71.24,6.97,38.18,17.88,67.58,69.7,Pineapple
18.65,45.5,106.69,151.87,5.96,118.38,34.27,96.07,18.97,Sunflower
27.89,129.934,69.75,106.55,8.69,31.66,119.64,80.82,68.56,Cauliflower
72.07,34.39,21.43,83.89,2.04,105.17,22.93,23.56,13.43,Pistachio
28.42,17.354,54.49,89.72,2.89,110.46,76.09,53.62,48.68,Cocoa
0.9,96.772,141.18,15.19,2.66,71.44,37.2,114.29,22.63,Pearl Millet
90.82,73.509,76.19,121.41,7.77,77.92,77.5,21.69,61.47,Sorghum
6.42,70.407,125.78,174.6,8.26,23.27,35.82,55.89,73.32,Onion
41.67,124.423,102.37,146.22,4.33,15.51,15.64,68.48,0.95,Lentil
35.7,132.075,38.53,121.15,5.22,70.48,43.13,68.19,18.09,Cauliflower
3.45,67.003,49.06,11.17,1.96,97.91,46.36,85.91,30.56,Soybean
45.37,130.901,27.17,159.44,7.62,44.3,92.78,105.09,67.44,Bamboo
3.84,20.319,97.75,19.9,9.41,68.31,49.9,58.03,88.11,Wheat
82.29,12.243,96.4,136.04,3.18,95.94,27.5,109.12,0.94,Apple
66.44,107.694,80.72,49.17,8.95,46.43,67.43,36.27,17.74,Bamboo
60.02,51.862,66.67,59.41,4.75,14.37,72.01,48.89,8.06,Coffee
35.84,35.628,126.4,121.94,4.17,15.93,71.48,115.41,16.83,Apple
30.5,46.921,136.51,75.58,2.67,97.48,109.3,45.46,20.26,Tea
97.51,31.649,135.38,48.22,1.04,71.75,119.62,48.33,6.54,Oats
55.81,27.923,41.51,84.53,1.53,56.82,14.41,112.46,58.18,Banana
62.08,82.726,101.07,138.01,7.56,96.75,119.46,113.67,23.86,Cocoa
59.7,109.856,57.45,93.21,6.57,12.37,77.39,39.83,66.18,Garlic
80.65,73.548,77.64,109.9,7.13,34.27,97.94,36.78,65.9,Barley
83.34,105.446,15.54,191.3,2.26,20.79,112.12,20.68,44.4,Flax
48.75,104.087,74.09,50.69,3.52,63.16,37.13,104.39,84.25,Chickpea
58.01,30.75,48.79,61.76,5.21,63.07,93.17,62.43,22.2,Cotton
12.69,37.687,129.72,88.0,2.39,65.46,17.16,102.33,58.41,Chickpea
37.62,18.722,72.62,18.03,2.17,83.93,71.7,50.1,43.31,Flax
33.03,136.628,79.55,103.94,4.59,107.31,44.48,21.39,6.63,Groundnut
12.35,44.494,73.48,104.33,3.5,43.67,91.83,49.32,39.36,Wheat
63.8,44.793,77.7,164.52,4.82,63.88,42.35,93.94,23.06,Sugarcane
29.56,114.996,60.17,147.49,6.14,18.27,63.24,112.68,92.42,Pearl Millet
20.72,66.782,18.24,197.2,8.47,74.68,91.0,104.07,42.73,Turmeric
82.33,50.213,55.47,17.76,5.95,71.71,37.67,24.24,46.7,Barley
68.93,13.284,143.66,132.99,5.44,53.53,58.34,84.9,91.92,Ginger
34.8,79.485,106.21,171.64,7.32,89.04,71.13,110.3,63.46,Broccoli
76.48,120.607,116.16,101.64,9.41,79.59,76.17,104.12,69.82,Grapes
93.96,97.529,145.31,62.96,9.17,61.8,13.39,80.12,16.22,Tea
64.45,124.865,65.09,141.29,5.09,90.57,43.94,46.85,69.45,Wheat
41.57,96.891,33.85,61.59,2.1,20.24,47.22,68.14,14.28,Cauliflower
48.29,48.393,82.68,24.9,3.49,105.1,62.42,28.18,42.16,Tea
55.79,136.327,111.16,44.93,5.38,70.44,91.09,21.04,47.11,Peas
76.97,144.312,41.8,93.12,2.23,63.21,60.08,104.6,70.3,Cashew
39.37,28.039,59.51,122.85,9.47,33.14,50.08,102.91,23.26,Peas
35.51,89.99,94.44,64.69,1.39,116.21,109.11,40.59,59.6,Cocoa
73.17,48.306,135.65,83.23,4.68,87.93,39.93,20.05,93.15,Sesame
81.32,145.982,109.18,121.23,3.14,60.55,116.95,30.21,63.48,Mango
40.06,43.399,92.85,124.7,3.29,75.45,96.72,95.58,73.83,Flax
19.98,21.118,110.78,74.42,6.37,67.93,50.68,74.09,22.6,Tomato
80.75,79.94,35.21,144.87,4.3,74.76,22.51,58.04,42.28,Almond
83.51,62.956,100.0,119.71,1.64,87.24,106.36,60.04,81.53,Grapes
80.18,43.473,111.01,165.37,6.55,115.72,67.67,115.24,10.08,Turmeric
81.05,80.055,141.57,58.8,6.77,61.69,93.97,70.91,34.83,Turmeric
55.76,137.806,119.51,170.0,1.26,107.3,75.6,95.34,0.5,Sugarcane
54.08,94.333,140.4,135.08,2.42,76.28,117.02,40.72,90.09,Spinach
4.7,33.834,115.96,43.51,5.97,16.04,96.92,116.63,71.89,Tea
32.48,28.174,86.7,38.57,4.16,91.93,103.39,67.75,21.29,Oats
12.86,97.411,43.77,102.48,4.64,100.13,116.4,113.46,80.1,Lettuce
17.85,76.828,29.34,189.55,4.24,71.9,115.05,84.38,81.63,Potato
7.85,24.525,89.39,159.76,7.59,86.8,119.23,49.31,6.41,Tea
91.65,137.91,143.86,132.17,2.02,63.68,34.9,39.48,94.77,Cabbage
48.34,80.865,97.53,70.92,3.85,71.15,66.39,94.56,34.1,Pineapple
38.6,50.411,51.52,133.35,2.45,34.5,110.31,74.24,87.01,Ginger
84.9,103.091,110.83,41.19,7.51,53.96,118.45,70.73,32.61,Chickpea
64.0,80.409,30.03,175.82,3.21,50.83,78.57,94.04,40.43,Bamboo
95.06,60.702,60.19,33.15,8.62,35.39,12.5,28.86,72.23,Onion
30.67,27.697,63.63,176.14,7.03,116.62,39.33,86.5,4.1,Rice
74.95,36.832,70.7,145.73,5.33,118.68,116.51,87.03,30.7,Sugarcane
87.07,83.281,10.25,197.37,6.36,11.34,52.54,57.06,13.02,Apple
87.94,54.434,49.35,55.56,5.79,25.61,105.04,41.65,21.17,Flax
20.91,87.056,103.31,113.35,4.17,69.69,97.63,117.27,9.45,Tobacco
64.25,96.392,26.22,98.87,2.53,108.03,100.09,22.51,51.56,Sorghum
67.71,56.59,124.6,51.54,9.62,75.14,77.63,21.24,77.76,Peas
15.72,19.9,55.16,65.58,3.87,14.72,37.95,27.8,31.31,Spinach
85.95,110.235,137.86,154.23,2.42,94.02,106.73,115.15,9.18,Papaya
26.78,127.419,90.59,169.16,3.73,112.23,45.55,24.83,36.57,Maize
90.07,72.872,60.99,140.34,4.65,91.5,114.35,40.49,81.65,Mango
39.21,128.803,149.84,167.48,8.28,38.59,39.84,55.0,91.59,Sunflower
83.64,103.753,13.89,118.75,6.42,66.36,91.52,24.99,1.23,Pistachio
18.67,41.218,61.79,101.35,6.63,74.78,84.45,24.94,17.16,Turmeric
33.98,135.992,139.46,16.0,3.91,61.16,87.23,105.5,75.97,Groundnut
41.68,29.716,23.25,125.79,7.03,114.01,55.43,81.65,51.69,Rye
26.68,55.346,139.42,58.68,7.93,74.56,52.67,71.17,25.97,Pistachio
67.03,45.074,11.59,160.42,5.78,34.86,40.82,49.68,86.4,Papaya
54.45,144.071,119.33,181.74,3.32,27.62,61.62,62.6,19.82,Carrot
28.97,77.198,126.31,154.25,9.34,21.28,83.79,115.46,10.35,Sugarcane
36.15,133.82,30.55,142.71,1.5,102.52,90.38,115.01,32.84,Apple
62.15,98.894,96.95,128.37,4.61,56.42,116.41,70.12,4.82,Banana
67.39,23.273,101.99,106.31,8.35,76.88,117.18,102.88,83.11,Tomato
82.8,38.407,121.71,61.5,2.48,78.44,75.31,20.33,27.38,Sugarcane
40.2,87.344,18.34,108.47,3.47,38.9,32.29,46.93,10.01,Sesame
84.97,16.512,72.94,15.99,1.81,85.78,39.99,64.5,40.89,Ginger
1.24,138.173,97.78,18.97,2.05,84.24,85.52,33.96,22.06,Carrot
24.5,134.91,59.45,44.53,9.32,93.13,67.61,38.97,7.02,Rubber
38.07,130.743,99.39,84.01,1.47,42.28,112.15,89.73,14.9,Rye
60.92,85.493,122.93,155.45,1.85,32.16,106.56,78.78,96.2,Peanut
93.19,131.673,79.56,134.67,1.59,24.82,21.91,114.98,40.91,Turmeric
53.99,71.285,144.57,114.28,1.85,112.4,85.28,69.74,37.48,Papaya
27.4,73.155,55.49,106.58,9.25,111.96,92.91,73.72,39.89,Rice
60.11,119.201,39.05,119.63,7.47,27.05,29.34,44.92,92.58,Cocoa
7.73,83.816,135.01,105.76,2.43,27.09,50.89,66.12,6.64,Tobacco
84.42,120.6,108.24,77.92,1.59,23.58,22.82,54.24,24.82,Cashew
3.95,76.0,129.03,182.86,8.88,47.49,112.53,23.8,33.32,Maize
62.51,96.861,56.28,106.67,1.31,36.5,38.63,118.63,80.72,Grapes
44.77,111.41,64.04,162.88,3.93,98.14,108.57,20.77,57.04,Lentil
4.86,42.311,27.95,120.3,6.78,104.97,111.91,97.64,92.89,Almond
87.5,141.662,129.59,110.9,1.69,27.25,97.97,83.85,33.16,Soybean
40.18,94.184,137.92,45.16,1.99,61.31,64.86,29.91,94.65,Peanut
72.38,113.846,113.04,46.34,5.66,46.95,56.58,59.14,73.29,Pearl Millet
89.73,100.432,149.29,126.93,5.33,90.09,117.69,30.93,32.75,Carrot
1.17,87.979,149.29,129.29,3.86,106.84,66.26,107.25,92.85,Chickpea
41.6,53.387,49.19,121.59,3.13,84.74,23.21,100.23,37.01,Cauliflower
7.92,86.419,10.13,98.87,3.43,111.64,85.45,91.35,14.84,Cabbage
32.5,115.336,144.41,44.61,5.1,90.34,79.18,89.21,54.69,Grapes
73.49,76.218,48.81,32.47,9.61,106.11,77.98,92.97,83.56,Sesame
97.2,59.093,129.14,157.53,9.52,42.06,14.89,98.2,72.43,Coffee
99.09,107.765,63.43,115.42,2.71,40.14,98.44,25.27,77.26,Pistachio
65.77,79.581,126.15,70.77,8.1,107.39,118.16,84.08,56.85,Rubber
57.36,116.039,90.29,108.55,2.55,25.74,77.67,109.47,28.6,Potato
10.08,82.57,27.41,40.98,3.72,112.1,37.79,112.19,5.14,Soybean
17.9,74.036,11.0,183.39,1.07,115.57,91.68,116.34,13.29,Tobacco
3.05,75.867,83.04,152.73,4.76,25.12,63.58,113.42,49.17,Chickpea
38.79,27.403,66.56,96.95,1.73,108.23,10.27,33.64,93.04,Carrot
71.97,46.095,28.38,19.36,2.04,100.11,96.64,37.83,17.42,Peas
5.6,128.419,59.43,14.63,9.69,101.47,44.06,27.83,1.67,Peas
43.99,139.076,115.73,135.15,7.88,82.86,23.87,73.54,41.39,Sorghum
91.66,69.594,109.64,157.24,9.06,116.19,58.75,72.03,14.44,Barley
62.02,16.322,66.66,195.02,8.31,34.12,60.92,28.76,80.07,Quinoa
24.05,119.687,35.05,84.35,9.21,22.29,119.35,30.9,52.32,Oats
24.36,72.555,100.61,55.49,1.19,96.34,65.23,61.98,66.43,Almond
26.87,120.532,125.54,109.94,1.78,100.34,56.61,90.16,76.31,Pistachio
74.33,148.64,56.21,110.18,9.34,55.16,88.92,86.58,69.73,Peas
58.93,110.646,40.66,30.62,4.42,96.39,65.23,45.29,95.84,Groundnut
82.86,87.474,19.4,64.43,3.94,53.51,74.75,55.83,31.06,Spinach
23.64,80.253,95.07,167.53,8.9,65.72,110.32,49.96,42.27,Almond
37.97,58.907,141.43,138.62,8.97,114.7,15.08,53.16,98.55,Cotton
29.57,45.423,123.44,57.47,9.01,84.74,59.11,45.74,24.42,Apple
42.53,41.06,69.52,52.33,1.29,105.49,57.29,52.01,33.25,Sunflower
42.14,64.547,19.61,179.99,6.6,82.71,82.17,84.92,62.56,Pineapple
92.68,79.908,47.36,76.03,2.57,12.11,63.29,96.38,78.75,Mango
16.05,96.581,72.69,143.71,3.41,12.32,85.14,28.94,78.2,Bamboo
96.72,139.734,70.38,174.45,8.55,47.69,64.58,102.93,91.18,Grapes
